Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-04-06,55,Female,Other,Not applicable,No,Yes,No,Never,26-100,No,Yes,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Yes,No,No,
2014-08-10,40,Male,United States,Florida,No,No,No,Rarely,500-1000,No,Yes,No,Yes,No,Yes,No,Don't know,Don't know,No,No,No,Maybe,No,Yes,No,
2014-08-19,60,Male,Canada,Not applicable,No,No,No,Rarely,6-25,No,No,No,Yes,Don't know,Don't know,Don't know,Somewhat difficult,Yes,No,No,Yes,No,Maybe,No,Don't know,
2014-08-25,45,Male,India,Not applicable,No,No,No,Never,100-500,Yes,Yes,Don't know,No,Yes,No,No,Somewhat easy,Yes,No,No,Some of them,No,No,Yes,Yes,
2014-05-23,35,Male,Canada,Not applicable,No,Yes,No,Rarely,500-1000,No,No,Don't know,Yes,No,Yes,No,Somewhat difficult,No,No,No,Yes,No,No,No,No,
2014-06-20,60,Female,United States,New York,No,No,No,Rarely,26-100,No,Yes,Don't know,No,No,No,No,Somewhat difficult,Yes,No,No,No,Maybe,No,No,No,
2014-01-29,40,Male,United Kingdom,Not applicable,Yes,No,Yes,Never,100-500,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Somewhat difficult,No,No,No,No,Maybe,No,No,Don't know,
2014-02-05,35,Male,Germany,Not applicable,No,No,Yes,Rarely,6-25,No,Yes,Don't know,Yes,Don't know,Don't know,No,Very difficult,No,Yes,Some of them,No,Maybe,Maybe,Yes,Yes,
2014-01-13,65,Female,India,Not applicable,No,Yes,No,Often,6-25,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Don't know,No,Yes,No,No,Yes,Yes,Yes,
2014-06-09,55,Male,United States,Washington,No,Yes,Yes,Rarely,100-500,No,No,Yes,Yes,Yes,Don't know,No,Very easy,No,No,Some of them,No,No,Maybe,No,Yes,
2014-11-23,40,Female,United Kingdom,Not applicable,No,Yes,Yes,Sometimes,500-1000,No,No,Yes,Yes,No,Yes,No,Somewhat difficult,Yes,No,Yes,Some of them,Yes,Yes,No,Don't know,
2014-07-06,65,Male,Canada,Not applicable,No,No,Yes,Sometimes,6-25,Yes,Yes,Don't know,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Some of them,No,Maybe,Yes,Yes,
2014-08-31,50,Other,India,Not applicable,Yes,Yes,No,Rarely,1000+,Yes,Yes,No,Yes,No,Don't know,Yes,Somewhat difficult,No,No,Yes,No,Maybe,Yes,Yes,Yes,
2014-03-27,21,Male,Germany,Not applicable,No,No,Yes,Rarely,26-100,No,No,No,No,Yes,Don't know,No,Don't know,Yes,Yes,No,Yes,No,Maybe,Don't know,No,
2014-10-11,55,Male,United Kingdom,Not applicable,No,Yes,Yes,Rarely,6-25,Yes,Yes,Yes,No,No,No,Yes,Don't know,Don't know,No,Yes,No,No,Maybe,No,Yes,
2014-03-07,35,Male,United States,Washington,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,Don't know,No,No,Don't know,No,No,Some of them,Yes,No,Yes,Don't know,Yes,
2014-06-19,45,Male,United States,Texas,Yes,Yes,No,Rarely,6-25,No,Yes,No,No,Don't know,Don't know,Yes,Don't know,Yes,No,Some of them,Yes,No,Maybe,Yes,Yes,
2014-02-14,60,Female,United States,Florida,No,No,No,Rarely,6-25,No,No,Yes,No,No,No,Don't know,Very difficult,Don't know,No,No,Some of them,Yes,Yes,No,No,
2014-03-03,18,Female,United States,Massachusetts,No,No,No,Never,500-1000,Yes,No,Yes,Yes,No,Don't know,Yes,Very difficult,Yes,Yes,No,Some of them,No,Yes,Yes,No,
2014-05-14,60,Male,Canada,Not applicable,No,Yes,No,Often,100-500,No,Yes,Yes,Yes,Don't know,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,No,No,No,
2014-10-11,35,Male,Germany,Not applicable,No,No,No,Rarely,100-500,No,Yes,Yes,No,Yes,Don't know,No,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,Don't know,
2014-01-28,60,Male,United States,Pennsylvania,Yes,No,Yes,Sometimes,1000+,Yes,No,No,Yes,No,Don't know,Yes,Very easy,Don't know,Don't know,No,Some of them,Maybe,No,Yes,Yes,
2014-04-18,21,Male,Other,Not applicable,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,No,Yes,No,Very easy,No,No,No,No,Maybe,No,Yes,No,
2014-02-13,40,Male,United States,Pennsylvania,No,No,Yes,Often,6-25,Yes,Yes,No,No,Yes,Don't know,Yes,Very easy,Yes,No,No,No,No,No,No,Yes,
2014-12-06,65,Non-binary,Australia,Not applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,Maybe,Maybe,No,Yes,
2014-10-13,18,Male,Germany,Not applicable,No,Yes,No,Sometimes,26-100,Yes,No,Don't know,No,Yes,No,No,Don't know,Yes,No,Yes,Yes,No,No,No,Yes,
2014-11-27,25,Male,United States,Texas,No,Yes,No,Often,100-500,Yes,Yes,Yes,No,No,No,Yes,Somewhat difficult,Yes,No,No,Yes,No,Yes,Don't know,Yes,
2014-05-08,35,Male,United States,Illinois,No,Yes,No,Sometimes,26-100,No,Yes,No,No,Yes,Yes,Don't know,Somewhat easy,Yes,No,Yes,No,No,Yes,No,Yes,
2014-12-14,30,Female,Germany,Not applicable,Yes,Yes,No,Never,100-500,No,Yes,No,No,No,No,Yes,Very difficult,No,Don't know,No,No,No,Yes,No,Yes,
2014-08-19,25,Female,United States,Massachusetts,No,Yes,No,Never,500-1000,No,Yes,Yes,No,Yes,Don't know,No,Somewhat difficult,Don't know,No,No,Yes,No,No,Don't know,No,
2014-07-09,60,Non-binary,Other,Not applicable,No,No,Yes,Sometimes,500-1000,No,Yes,Don't know,No,Don't know,Yes,No,Very easy,Yes,Yes,Some of them,No,Yes,Yes,No,Yes,
2014-08-13,35,Male,United Kingdom,Not applicable,No,No,Yes,Often,500-1000,Yes,Yes,No,Don't know,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,Yes,No,
2014-10-10,65,Male,Other,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,Yes,No,No,Don't know,No,Somewhat easy,Don't know,Yes,No,Some of them,No,Maybe,Don't know,Yes,
2014-05-01,50,Non-binary,United States,Texas,No,Yes,No,Sometimes,6-25,Yes,Yes,Yes,No,No,No,No,Somewhat difficult,No,No,No,No,No,Yes,Yes,Yes,
2014-04-26,65,Female,India,Not applicable,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,No,No,No,No,Somewhat easy,Don't know,No,Yes,No,Yes,No,No,Yes,
2014-08-21,30,Male,Germany,Not applicable,No,Yes,No,Rarely,6-25,No,Yes,No,No,Yes,No,No,Somewhat difficult,Yes,No,No,Some of them,No,Yes,Yes,Yes,
2014-09-16,18,Female,India,Not applicable,No,Yes,No,Sometimes,6-25,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Yes,Some of them,No,Yes,No,Yes,
2014-12-25,65,Female,United States,California,No,Yes,No,Never,100-500,No,No,Yes,Don't know,Yes,No,No,Very easy,No,Yes,Yes,No,No,Yes,No,No,
2014-07-17,45,Male,India,Not applicable,No,No,No,Often,26-100,No,Yes,Don't know,Yes,Yes,Don't know,Yes,Don't know,No,No,No,Some of them,No,No,Yes,No,
2014-05-17,50,Female,Canada,Not applicable,No,No,Yes,Sometimes,500-1000,Yes,No,No,No,No,No,Yes,Very easy,No,No,Yes,No,Yes,Maybe,No,Yes,
2014-11-14,25,Male,India,Not applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,Yes,Don't know,No,Somewhat difficult,No,Don't know,Yes,Yes,No,Yes,No,Yes,
2014-06-14,40,Male,United States,Washington,No,No,No,Rarely,1000+,No,No,Yes,Don't know,No,No,No,Don't know,Yes,No,Some of them,Yes,Maybe,Yes,Yes,No,
2014-08-13,21,Male,Netherlands,Not applicable,No,No,Yes,Never,500-1000,No,Yes,No,Yes,No,Yes,No,Don't know,No,No,Yes,No,No,No,No,Yes,
2014-11-03,45,Female,United States,Massachusetts,No,No,No,Rarely,1-5,No,Yes,Yes,No,No,No,No,Somewhat easy,No,Yes,Yes,No,No,No,Yes,Yes,
2014-08-22,50,Female,Australia,Not applicable,No,No,No,Sometimes,100-500,No,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,No,No,Don't know,No,
2014-06-21,40,Female,Netherlands,Not applicable,No,No,Yes,Sometimes,100-500,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,No,No,Maybe,No,No,
2014-06-01,40,Male,France,Not applicable,No,Yes,No,Rarely,500-1000,Yes,No,Don't know,Yes,No,Yes,Yes,Very easy,No,Don't know,Yes,Yes,No,No,Don't know,No,
2014-11-11,35,Female,United Kingdom,Not applicable,Yes,Yes,No,Sometimes,100-500,No,Yes,Yes,No,No,Yes,No,Somewhat difficult,Yes,Yes,Some of them,Yes,Maybe,No,Yes,No,
2014-06-09,50,Female,Canada,Not applicable,Yes,No,Yes,Often,100-500,Yes,Yes,Yes,No,Yes,Yes,No,Very difficult,Yes,No,Yes,No,Yes,No,Yes,Yes,
2014-04-06,18,Female,Other,Not applicable,No,No,No,Never,100-500,No,Yes,No,Yes,No,Yes,Yes,Somewhat difficult,Yes,No,Some of them,Yes,Maybe,No,Yes,Yes,
2014-08-21,60,Female,United States,Texas,No,No,No,Sometimes,26-100,Yes,No,No,No,No,No,No,Very easy,Yes,Yes,Yes,No,No,Yes,Yes,Yes,
2014-06-29,30,Female,United Kingdom,Not applicable,No,No,No,Sometimes,1000+,Yes,Yes,Don't know,No,No,Yes,No,Somewhat difficult,No,No,No,No,No,Yes,No,No,
2014-04-23,30,Male,India,Not applicable,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Maybe,Yes,Don't know,Don't know,
2014-11-14,25,Male,India,Not applicable,No,Yes,No,Sometimes,1-5,No,No,Yes,Don't know,Don't know,Yes,No,Somewhat difficult,Yes,No,No,No,Maybe,Yes,No,Yes,
2014-02-21,25,Male,United States,California,No,No,No,Sometimes,6-25,No,Yes,Don't know,No,Yes,Yes,No,Somewhat difficult,Yes,Don't know,No,No,Maybe,Yes,Don't know,Yes,
2014-09-25,30,Male,Germany,Not applicable,Yes,No,Yes,Often,1000+,Yes,Yes,No,Don't know,Yes,No,No,Somewhat easy,Don't know,Yes,Some of them,Some of them,Maybe,Yes,Yes,Yes,
2014-10-22,65,Male,France,Not applicable,No,No,Yes,Never,100-500,No,No,Don't know,Don't know,Yes,Yes,Yes,Very easy,Yes,No,Yes,Some of them,No,Maybe,Don't know,Yes,
2014-04-23,18,Female,United States,Florida,No,No,No,Sometimes,500-1000,Yes,Yes,No,Yes,Yes,Don't know,Yes,Somewhat easy,Yes,No,No,Some of them,No,Maybe,Yes,Yes,
2014-04-11,65,Male,Other,Not applicable,No,No,Yes,Never,1000+,No,Yes,Don't know,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,No,Some of them,No,No,No,Don't know,No,
2014-04-23,65,Male,United States,Texas,No,Yes,No,Never,1000+,Yes,Yes,Yes,No,No,No,No,Somewhat easy,No,Don't know,Yes,Yes,No,No,Yes,Don't know,
2014-03-22,21,Female,United States,Illinois,Yes,No,No,Rarely,100-500,No,No,Yes,No,Don't know,Don't know,Don't know,Somewhat difficult,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,
2014-07-06,55,Male,United States,Illinois,No,Yes,No,Never,6-25,No,Yes,Don't know,No,No,No,No,Somewhat difficult,No,Don't know,Yes,Some of them,No,Maybe,Yes,Yes,
2014-04-23,60,Male,United States,Illinois,No,No,Yes,Often,6-25,No,No,Yes,No,Yes,Yes,Yes,Somewhat difficult,Yes,No,No,Yes,No,No,Yes,Yes,
2014-01-02,21,Male,Other,Not applicable,No,No,No,Often,100-500,Yes,No,Yes,No,No,No,No,Very easy,Yes,No,Yes,Yes,Maybe,Yes,No,Yes,
2014-05-10,35,Male,United States,Massachusetts,No,Yes,No,Rarely,100-500,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Don't know,Yes,Yes,No,Yes,No,Yes,
2014-08-08,55,Male,Canada,Not applicable,No,No,No,Sometimes,100-500,No,No,Don't know,Yes,Don't know,Don't know,Don't know,Somewhat difficult,No,No,No,No,Yes,Yes,No,No,
2014-02-23,55,Male,United States,Pennsylvania,No,No,No,Sometimes,100-500,No,Yes,Yes,Don't know,Don't know,Don't know,No,Very easy,No,No,No,No,No,Yes,Don't know,Yes,
2014-12-09,50,Male,Germany,Not applicable,No,No,No,Often,500-1000,Yes,Yes,Don't know,Yes,Don't know,Yes,Don't know,Very easy,Yes,No,Yes,Yes,No,Yes,No,Don't know,
2014-08-12,18,Non-binary,Germany,Not applicable,No,Yes,No,Sometimes,1-5,Yes,No,No,Don't know,No,Don't know,Yes,Somewhat difficult,Yes,Don't know,Yes,Some of them,No,Yes,No,No,
2014-08-13,18,Male,United States,Pennsylvania,No,No,No,Never,1-5,No,No,No,Yes,No,Yes,Yes,Somewhat easy,No,No,No,No,Maybe,Yes,Yes,No,
2014-05-06,55,Female,United States,Washington,No,No,No,Sometimes,500-1000,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Very easy,Don't know,Yes,Some of them,No,No,Yes,No,Yes,
2014-05-10,65,Male,Netherlands,Not applicable,No,No,No,Sometimes,6-25,Yes,Yes,Yes,Yes,No,Don't know,No,Very easy,Yes,No,No,No,Maybe,Maybe,No,No,
2014-02-22,50,Male,United States,Texas,Yes,Yes,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Yes,Some of them,Yes,No,Yes,Don't know,Yes,
2014-06-21,60,Female,Canada,Not applicable,No,No,Yes,Often,100-500,No,Yes,Yes,Yes,No,Yes,No,Don't know,Yes,No,No,No,No,Yes,No,Yes,
2014-08-06,55,Male,United States,Florida,No,No,Yes,Often,1000+,Yes,Yes,No,No,No,Yes,No,Somewhat difficult,Yes,Yes,Yes,No,No,No,No,Yes,
2014-06-09,45,Male,Australia,Not applicable,No,Yes,No,Sometimes,1000+,No,Yes,No,Don't know,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,No,Yes,Maybe,Yes,Don't know,
2014-07-17,25,Male,United States,Texas,No,Yes,No,Sometimes,100-500,No,Yes,Don't know,No,Yes,No,Don't know,Don't know,No,Yes,Some of them,No,Yes,Yes,Yes,Yes,
2014-09-04,25,Male,United Kingdom,Not applicable,Yes,Yes,No,Often,500-1000,Yes,Yes,No,Don't know,Yes,No,Yes,Somewhat difficult,Yes,No,No,No,Yes,Maybe,No,Yes,
2014-11-20,21,Male,United States,Washington,No,No,No,Rarely,6-25,No,Yes,No,No,Yes,Yes,No,Somewhat difficult,Don't know,No,Some of them,Yes,No,Yes,Yes,Yes,
2014-07-22,35,Male,Other,Not applicable,No,No,Yes,Rarely,100-500,Yes,No,No,No,Yes,No,No,Somewhat easy,No,No,Some of them,No,No,Yes,Yes,Yes,
2014-07-03,25,Male,United States,California,No,No,No,Never,500-1000,No,No,Yes,Don't know,Yes,Don't know,Yes,Somewhat difficult,Don't know,Yes,Yes,Some of them,Maybe,Yes,Yes,Yes,
2014-05-03,40,Male,Australia,Not applicable,No,Yes,Yes,Often,500-1000,No,Yes,Yes,Yes,Yes,Don't know,No,Very easy,Yes,No,Yes,Yes,No,No,Don't know,Yes,
2014-09-12,21,Female,Canada,Not applicable,No,No,No,Sometimes,100-500,No,Yes,Don't know,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Yes,Yes,No,Yes,Yes,No,
2014-10-21,25,Female,United States,Washington,No,Yes,No,Never,6-25,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Very easy,Don't know,No,No,No,No,No,Don't know,Yes,
2014-10-07,35,Prefer not to say,Australia,Not applicable,No,Yes,No,Often,1000+,No,Yes,Yes,Don't know,No,No,Don't know,Somewhat easy,No,Don't know,Yes,No,No,Yes,Yes,No,
2014-11-21,65,Male,United States,Illinois,No,No,No,Sometimes,26-100,No,Yes,No,Don't know,Yes,Yes,Yes,Very easy,Don't know,No,Some of them,Yes,No,No,Yes,No,
2014-04-08,65,Female,Netherlands,Not applicable,No,Yes,No,Often,1000+,No,No,Yes,Don't know,No,Yes,No,Somewhat easy,Yes,No,Yes,No,No,Yes,No,Yes,
2014-07-17,18,Male,Other,Not applicable,No,No,No,Never,500-1000,No,Yes,Don't know,Yes,Don't know,Yes,Yes,Very difficult,Yes,No,Yes,No,No,No,No,No,
2014-08-28,18,Male,France,Not applicable,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Don't know,No,No,Yes,Somewhat easy,No,Yes,Yes,Some of them,No,No,No,No,
2014-05-24,60,Male,United States,Massachusetts,No,No,Yes,Sometimes,1-5,No,Yes,Yes,No,Yes,Yes,Yes,Very difficult,Yes,Don't know,Some of them,Yes,No,No,No,No,
2014-04-07,55,Female,Australia,Not applicable,No,No,No,Sometimes,26-100,Yes,Yes,Yes,Don't know,No,No,Yes,Somewhat difficult,No,No,No,No,No,Yes,Yes,No,
2014-07-20,45,Male,Canada,Not applicable,No,No,No,Sometimes,1000+,Yes,Yes,No,No,No,Yes,Don't know,Somewhat difficult,Yes,Yes,Some of them,Yes,Yes,No,No,No,
2014-05-04,18,Male,Netherlands,Not applicable,No,Yes,No,Often,1000+,No,No,Yes,No,No,Don't know,Yes,Somewhat easy,Yes,No,Some of them,No,No,No,No,Yes,
2014-07-06,50,Male,Germany,Not applicable,No,Yes,No,Rarely,100-500,No,Yes,No,No,No,Yes,No,Don't know,Yes,No,No,No,No,Yes,Yes,No,
2014-11-22,25,Female,France,Not applicable,No,No,Yes,Often,100-500,No,Yes,Don't know,Yes,Don't know,Don't know,No,Very easy,Yes,No,Yes,No,No,Maybe,Don't know,Yes,
2014-12-15,50,Female,Canada,Not applicable,No,Yes,No,Never,500-1000,Yes,Yes,Don't know,Yes,Don't know,Don't know,No,Somewhat difficult,Yes,Don't know,Yes,Some of them,No,No,No,No,
2014-09-16,35,Female,United Kingdom,Not applicable,Yes,No,No,Rarely,100-500,Yes,No,Yes,Don't know,No,Yes,Don't know,Somewhat difficult,No,Yes,Yes,Yes,No,No,No,Yes,
2014-05-28,18,Male,United States,California,No,No,Yes,Never,500-1000,No,Yes,Yes,Don't know,No,No,Yes,Somewhat easy,Yes,No,No,No,No,Yes,Don't know,No,
2014-09-09,45,Male,Australia,Not applicable,No,Yes,Yes,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Yes,Yes,Maybe,No,Don't know,Yes,
2014-12-12,35,Male,Canada,Not applicable,No,Yes,No,Rarely,1000+,Yes,No,Don't know,No,Don't know,Don't know,No,Somewhat easy,Don't know,No,Yes,No,No,Yes,No,No,
2014-05-27,40,Male,United Kingdom,Not applicable,No,No,Yes,Often,500-1000,No,Yes,Don't know,No,Yes,No,Yes,Very difficult,No,Yes,No,Yes,Maybe,No,Yes,No,
2014-05-28,40,Male,Australia,Not applicable,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know,Yes,No,Very difficult,Yes,Don't know,No,Some of them,No,No,Don't know,Don't know,
2014-12-18,50,Female,Germany,Not applicable,No,No,Yes,Rarely,1000+,No,Yes,No,Yes,Yes,Yes,Don't know,Don't know,No,No,No,Some of them,No,No,Yes,No,
2014-07-18,55,Prefer not to say,United States,Massachusetts,No,No,No,Sometimes,100-500,No,Yes,Yes,Don't know,No,No,Yes,Somewhat easy,Don't know,No,No,Some of them,No,Yes,Yes,Yes,
2014-11-04,21,Female,Germany,Not applicable,No,No,No,Never,6-25,No,Yes,Yes,No,Don't know,Don't know,Yes,Somewhat easy,Yes,Yes,Some of them,Yes,Yes,No,Yes,Don't know,
2014-05-08,55,Female,Canada,Not applicable,No,Yes,No,Never,1-5,Yes,Yes,Yes,No,Yes,No,Yes,Very easy,Yes,Yes,No,No,Maybe,Yes,No,No,
2014-02-08,65,Other,Canada,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,Yes,No,No,Don't know,No,Don't know,No,No,Yes,Yes,Maybe,No,Don't know,No,
2014-12-04,60,Male,United States,Illinois,No,No,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,No,No,Somewhat easy,Yes,No,Some of them,Some of them,No,No,No,Don't know,
2014-12-26,55,Male,United States,New York,No,Yes,No,Sometimes,1000+,No,Yes,Yes,No,No,Yes,No,Somewhat easy,No,No,Some of them,No,No,No,Don't know,Yes,
2014-05-09,60,Other,United States,Washington,No,Yes,Yes,Rarely,500-1000,No,Yes,No,Yes,Yes,Don't know,No,Don't know,Don't know,No,Yes,No,No,Yes,Yes,Yes,
2014-09-24,60,Male,India,Not applicable,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,No,Yes,Don't know,Somewhat difficult,Don't know,Yes,No,No,Maybe,Yes,Yes,No,
2014-05-31,45,Female,United States,Washington,No,Yes,No,Sometimes,6-25,No,No,No,No,No,Don't know,No,Somewhat difficult,Yes,Yes,No,Yes,No,Yes,No,No,
2014-10-25,18,Male,Canada,Not applicable,No,No,No,Often,26-100,Yes,Yes,Yes,Don't know,Don't know,No,Don't know,Very easy,Yes,Yes,Yes,No,No,No,Don't know,Yes,
2014-04-09,45,Male,Other,Not applicable,No,Yes,No,Rarely,1000+,No,Yes,Yes,No,Don't know,Yes,Don't know,Somewhat difficult,Don't know,No,Some of them,Yes,No,Yes,No,No,
2014-09-20,60,Female,United States,Florida,No,Yes,No,Sometimes,1000+,Yes,Yes,Yes,Yes,Yes,No,No,Don't know,No,No,Yes,Some of them,Maybe,No,Yes,Yes,
2014-09-09,35,Non-binary,United Kingdom,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,Yes,No,No,Don't know,No,Somewhat difficult,Yes,No,Some of them,Some of them,Maybe,No,Yes,No,
2014-05-24,40,Female,Australia,Not applicable,No,No,Yes,Often,500-1000,Yes,Yes,No,Don't know,Yes,Don't know,Don't know,Somewhat easy,No,No,No,No,Maybe,Yes,Yes,No,
2014-12-12,60,Male,Other,Not applicable,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,No,Yes,Yes,Don't know,Very easy,Yes,Yes,No,Some of them,No,Yes,Yes,Yes,
2014-04-22,45,Non-binary,India,Not applicable,No,No,Yes,Sometimes,1-5,Yes,Yes,No,Don't know,Yes,Yes,Yes,Somewhat easy,Yes,Yes,Yes,No,No,Yes,Yes,No,
2014-03-01,35,Male,India,Not applicable,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,Don't know,No,Yes,Somewhat difficult,Don't know,No,Yes,Some of them,No,Yes,Don't know,No,
2014-01-02,45,Male,France,Not applicable,Yes,No,No,Sometimes,1000+,No,No,No,No,Don't know,No,Don't know,Very easy,Yes,No,Yes,No,No,No,No,Yes,
2014-10-31,55,Male,Canada,Not applicable,No,No,Yes,Rarely,26-100,No,Yes,No,Yes,Yes,No,Yes,Somewhat difficult,Yes,No,Yes,No,No,No,No,Yes,
2014-09-11,25,Male,Australia,Not applicable,Yes,Yes,Yes,Never,1000+,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Yes,Yes,Yes,No,Yes,No,Yes,Yes,
2014-05-20,50,Male,United States,Texas,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't know,No,Very difficult,No,Yes,Some of them,Yes,No,Yes,Yes,No,
2014-02-06,21,Non-binary,Other,Not applicable,No,Yes,No,Rarely,1-5,No,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No,Maybe,No,Yes,
2014-06-09,65,Female,Canada,Not applicable,No,Yes,Yes,Never,6-25,Yes,Yes,No,Don't know,No,Don't know,Yes,Very difficult,No,Yes,Some of them,Yes,Maybe,Yes,Don't know,Yes,
2014-01-09,45,Male,United Kingdom,Not applicable,No,No,Yes,Rarely,1000+,No,Yes,Yes,Don't know,Yes,No,Yes,Somewhat difficult,No,Yes,No,Some of them,Yes,Yes,No,Yes,
2014-08-21,21,Male,United States,California,No,No,No,Never,100-500,No,Yes,No,Yes,No,No,Yes,Somewhat easy,Don't know,No,Some of them,Yes,No,No,Don't know,Yes,
2014-04-09,30,Non-binary,India,Not applicable,No,No,No,Often,500-1000,Yes,No,No,Yes,No,Don't know,No,Don't know,Yes,Yes,Some of them,No,No,No,Don't know,No,
2014-05-27,45,Non-binary,United States,Pennsylvania,No,No,No,Sometimes,100-500,Yes,No,Don't know,Yes,Don't know,No,No,Very easy,Don't know,Yes,Yes,No,No,Yes,Yes,No,
2014-10-31,25,Female,Netherlands,Not applicable,No,No,No,Often,100-500,No,Yes,No,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Don't know,Some of them,Yes,Maybe,No,Yes,Yes,
2014-07-27,21,Male,France,Not applicable,Yes,No,No,Rarely,1000+,Yes,Yes,No,No,No,Don't know,No,Somewhat easy,No,No,No,No,No,Maybe,No,No,
2014-05-11,65,Male,United States,Massachusetts,No,No,No,Often,100-500,No,No,Yes,Don't know,No,No,No,Somewhat difficult,Yes,Don't know,Some of them,No,Yes,No,No,No,
2014-06-01,60,Male,Australia,Not applicable,No,Yes,No,Sometimes,1000+,No,Yes,Don't know,Don't know,Don't know,No,No,Somewhat difficult,Yes,No,No,Yes,Yes,Yes,Yes,Yes,
2014-02-23,45,Male,Australia,Not applicable,No,Yes,No,Sometimes,6-25,No,Yes,No,No,Yes,Yes,No,Very easy,No,No,No,No,No,No,No,Yes,
2014-04-30,18,Male,Germany,Not applicable,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Don't know,No,Yes,No,Somewhat difficult,Yes,Yes,Yes,Yes,No,No,No,Don't know,
2014-06-10,50,Non-binary,United States,California,No,Yes,No,Sometimes,500-1000,Yes,Yes,Don't know,No,Don't know,Yes,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,No,Don't know,No,
2014-04-26,25,Male,United States,Florida,No,Yes,No,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,Yes,No,No,No,No,Yes,No,
2014-03-16,21,Male,United States,Florida,No,No,Yes,Rarely,26-100,Yes,Yes,Don't know,No,Yes,Yes,Yes,Very easy,No,Yes,Some of them,No,Yes,Maybe,Yes,Yes,
2014-04-23,25,Male,United States,Massachusetts,Yes,No,No,Never,500-1000,No,Yes,Don't know,No,No,Yes,Yes,Somewhat easy,Yes,Don't know,No,Some of them,Maybe,No,No,No,
2014-04-14,35,Male,Other,Not applicable,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Don't know,No,No,Somewhat difficult,Yes,No,Yes,Some of them,Maybe,Yes,No,No,
2014-12-06,65,Male,United States,Pennsylvania,No,No,No,Sometimes,100-500,No,No,No,Yes,No,No,Yes,Very easy,Yes,Don't know,Some of them,No,Maybe,No,No,No,
2014-09-11,50,Male,France,Not applicable,No,No,No,Never,6-25,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat difficult,No,No,Some of them,No,Maybe,Yes,Don't know,Don't know,
2014-08-15,60,Male,United States,Texas,Yes,No,No,Rarely,6-25,No,Yes,Yes,Yes,No,Yes,Don't know,Very easy,Yes,No,Yes,No,No,Yes,No,Don't know,
2014-04-22,45,Female,United Kingdom,Not applicable,No,No,No,Sometimes,1000+,Yes,Yes,Yes,Don't know,Yes,No,Don't know,Somewhat easy,Yes,No,Yes,Yes,No,No,No,Don't know,
